"songplay_id","start_time","user_id","level","song_id","artist_id","session_id","location","user_agent","created_at","updated_at"
39,"2018-11-02 10:07:43.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
40,"2018-11-02 10:11:24.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
41,"2018-11-02 10:13:59.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
42,"2018-11-02 10:19:18.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
43,"2018-11-02 10:21:25.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
44,"2018-11-02 10:24:12.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
45,"2018-11-02 10:29:06.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
46,"2018-11-02 10:33:11.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
47,"2018-11-02 10:38:28.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
48,"2018-11-02 10:42:22.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
49,"2018-11-02 10:47:41.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
50,"2018-11-02 10:53:11.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
51,"2018-11-02 10:59:19.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
52,"2018-11-02 11:04:31.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
53,"2018-11-02 11:07:47.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
54,"2018-11-02 11:13:13.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
55,"2018-11-02 11:17:10.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
56,"2018-11-02 11:20:31.796",80,"free",NULL,NULL,165,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
57,"2018-11-02 11:20:37.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
58,"2018-11-02 11:21:14.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
59,"2018-11-02 11:23:28.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
60,"2018-11-02 11:24:10.796",80,"free",NULL,NULL,165,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
61,"2018-11-02 11:25:30.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
62,"2018-11-02 11:27:44.796",88,"free",NULL,NULL,87,"Sacramento--Roseville--Arden-Arcade, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
63,"2018-11-02 11:27:49.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
64,"2018-11-02 11:29:36.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
65,"2018-11-02 11:30:25.796",80,"free",NULL,NULL,165,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
66,"2018-11-02 11:31:47.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
67,"2018-11-02 11:33:20.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
68,"2018-11-02 11:34:46.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
69,"2018-11-02 11:36:38.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
70,"2018-11-02 11:39:40.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
71,"2018-11-02 11:40:43.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
72,"2018-11-02 11:43:19.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
73,"2018-11-02 11:44:08.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
74,"2018-11-02 11:47:09.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
75,"2018-11-02 11:48:19.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
76,"2018-11-02 11:51:58.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
77,"2018-11-02 11:52:19.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
78,"2018-11-02 11:55:37.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
79,"2018-11-02 11:56:43.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
80,"2018-11-02 11:59:26.796",44,"paid",NULL,NULL,157,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
81,"2018-11-02 12:00:45.796",15,"paid",NULL,NULL,172,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:06.983597","2025-10-21 15:35:06.983597"
